UB Account Number,Service File Number,Acct Status,,UB Address,Zip (Lot),H.S. Service,UB Mapped - Private Side Verification Method,UB Mapped - Public Side Verification Method,H.S. Verification Method,S.S. Service,UB Private Side,UB Utility Side,UB SL Category,S.S. Verification Method,S.S. Previously Lead?,UB Account Type,
008971-000,9650,Active,,290 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008972-000,9649,Active,,294 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008973-000,8114,Active,,298 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
008974-000,6191,Active,,302 HUTCHINSON BLVD,10552,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
008975-000,7028,Active,,306 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008976-000,7307,Active,,312 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008977-000,8553,Active,,318 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008978-000,7013,Active,,322 HUTCHINSON BLVD,10552,Copper,Records,Records,Records,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
008979-000,6192,Active,,330 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008980-000,10909,Active,,336 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
008981-000,7554,Active,,340 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
008982-000,7725,Active,,346 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
008983-000,7934,Active,,350 HUTCHINSON BLVD,10552,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
008984-000,6825,Active,,360 HUTCHINSON BLVD,10552,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
008985-000,8330,Active,,366 HUTCHINSON BLVD,10552,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
008986-000,7812,Active,,372 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008987-000,7810,Active,,376 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008988-000,6824,Active,,384 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008989-000,8219,Active,,385 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008990-000,8218,Active,,381 HUTCHINSON BLVD,10552,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
008991-000,8217,Active,,375 HUTCHINSON BLVD,10552,Lead,Field Inspection,Records,Field Inspection,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
008992-000,8172,Active,,367 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008993-000,9206,Active,,361 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008994-000,10529,Active,,355 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008995-000,8171,Active,,29 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
008996-000,8253,Active,,25 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
008997-000,7551,Active,,21 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
008998-000,6548,Active,,15 HUTCHINSON BLVD,10552,Copper,Field Inspection,Excavation,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Excavation,Yes,Billable,1
008999-000,6105,Delete,,13 HUTCHINSON BLVD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009000-000,6068,Active,,11 HUTCHINSON BLVD,10552,Copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
009001-000,6616,Active,,2 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009002-000,7293,Active,,10 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009003-000,7292,Active,,16 HILLCREST RD,10552,Lead,Field Inspection,Records,Field Inspection,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
009004-000,8941,Active,,20 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009005-000,7944,Active,,26 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009006-000,9809,Active,,32 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009007-000,9125,Active,,38 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009008-000,9124,Active,,42 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009009-000,9123,Active,,46 HILLCREST RD,10552,Copper,Records,Records,Records,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
009010-000,8770,Active,,50 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009011-000,9046,Active,,54 HILLCREST RD,10552,copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
009012-000,9045,Active,,58 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009013-000,8822,Active,,62 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009014-000,9044,Active,,68 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009015-000,9043,Active,,70 HILLCREST RD,10552,Copper,Records,Records,Records,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
009016-000,8992,Active,,74 HILLCREST RD,10552,Copper,Field Inspection,Records,Field Inspection,Plastic,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
009017-000,9054,Active,,84 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009018-000,9082,Active,,86 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009019-000,9019,Active,,92 HILLCREST RD,10552,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
009020-000,9053,Active,,96 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009021-000,9052,Active,,98 HILLCREST RD,10552,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
009022-000,9407,Active,,104 HILLCREST RD,10552,Unknown,Not Verified,Excavation,Not Verified,Copper,Unknown,Non-Lead,Unknown,Excavation,Yes,Billable,1
009023-000,9042,Active,,112 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009024-000,9041,Active,,116 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009025-000,9040,Active,,120 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009026-000,9039,Active,,124 HILLCREST RD,10552,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
009027-000,9038,Active,,128 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009028-000,9037,Active,,132 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009029-000,12184,Active,,138 HILLCREST RD,10552,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
009030-000,9036,Active,,142 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009031-000,11182,Active,,146 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009032-000,10679,Active,,150 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009033-000,10434,Active,,158 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009034-000,8780,Active,,160 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009035-000,11407,Active,,166 HILLCREST RD,10552,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
009036-000,9801,Active,,176 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009037-000,10329,Active,,178 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009038-000,9795,Active,,180 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009039-000,9256,Active,,184 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009040-000,9255,Active,,188 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009041-000,9254,Active,,192 HILLCREST RD,10552,Copper,Records,Records,Records,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
009042-000,9552,Active,,196 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009043-000,9551,Active,,200 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009044-000,9550,Active,,204 HILLCREST RD,10552,Copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
009045-000,10883,Active,,208 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009046-000,8998,Active,,212 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009047-000,9692,Active,,214 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009048-000,8834,Active,,218 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009049-000,9007,Active,,215 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009050-000,8708,Active,,195 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009051-000,8638,Active,,185 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009052-000,8394,Active,,177 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009053-000,8395,Active,,175 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009054-000,10531,Active,,165 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009055-000,10405,Active,,161 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009056-000,11214,Active,,155 HILLCREST RD,10552,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
009057-000,8936,Active,,151 HILLCREST RD,10552,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
009058-000,11293,Active,,145 HILLCREST RD,10552,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
009059-000,11071,Active,,141 HILLCREST RD,10552,Copper,Field Inspection,Not Verified,Field Inspection,Unknown,Non-Lead,Unknown,Unknown,Not Verified,Unknown,Billable,1
009060-000,12386,Active,,137 HILLCREST RD,10552,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
009061-000,9129,Active,,131 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009062-000,9130,Active,,125 HILLCREST RD,10552,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
009063-000,9097,Active,,117 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009064-000,9098,Active,,115 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009065-000,9099,Active,,109 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009066-000,8934,Active,,103 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009067-000,10573,Active,,97 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009068-000,9608,Active,,93 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009069-000,9634,Active,,89 HILLCREST RD,10552,Unknown,Not Verified,Excavation,Not Verified,Copper,Unknown,Non-Lead,Unknown,Excavation,Yes,Billable,1
009070-000,9119,Active,,87 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009071-000,9120,Active,,79 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009072-000,9121,Active,,77 HILLCREST RD,10552,Lead,Field Inspection,Records,Field Inspection,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
009073-000,11163,Active,,69 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009074-000,11164,Active,,65 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009075-000,8823,Active,,61 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009076-000,10856,Active,,57 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009077-000,10855,Active,,51 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009078-000,10854,Active,,47 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009081-000,10853,Active,,41 HILLCREST RD,10552,Copper,Field Inspection,Records,Onsite Verification,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
009082-000,10844,Active,,33 HILLCREST RD,10552,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
009083-000,11227,Active,,29 HILLCREST RD,10552,Copper,Field Inspection,Not Verified,Field Inspection,Unknown,Non-Lead,Unknown,Unknown,Not Verified,Unknown,Billable,1
009084-000,7999,Active,,23 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009085-000,7310,Active,,19 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009086-000,6520,Active,,1 HILLCREST RD,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009087-000,8286,Active,,2 ATLAS PL,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009088-000,8287,Active,,4 ATLAS PL,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009089-000,8747,Active,,20 ATLAS PL,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009090-000,8746,Active,,24 ATLAS PL,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009091-000,8745,Active,,28 ATLAS PL,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009092-000,8637,Active,,11 ATLAS PL,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009093-000,10840,Active,,29 ATLAS PL,10552,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
009094-000,9822,Active,,7 ATLAS PL,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009095-000,8357,Active,,5 ATLAS PL,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009096-000,8312,Active,,3 ATLAS PL,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009097-000,8311,Active,,1 ATLAS PL,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009098-000,7004,Active,,14 ARDEN TER,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009099-000,8041,Active,,22 ARDEN TER,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009100-000,7347,Active,,24 ARDEN TER,10552,Lead,Field Inspection,Excavation,Field Inspection,Copper,Lead,Non-Lead,Lead,Excavation,Yes,Billable,1
009101-000,6635,Active,,28 ARDEN TER,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009102-000,7813,Active,,44 ARDEN TER,10552,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
009103-000,8556,Active,,35 ARDEN TER,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009104-000,6996,Active,,27 ARDEN TER,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009105-000,6062,Active,,25 ARDEN TER,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009106-000,7356,Active,,23 ARDEN TER,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009107-000,8657,Active,,15 ARDEN TER,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009108-000,8254,Active,,2 VALOIS PL,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009109-000,2941,Active,,4 VALOIS PL,10552,Unknown,Not Verified,Records,Not Verified,Plastic,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009110-000,6754,Active,,21 VALOIS PL,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
009111-000,5678,Active,,11 VALOIS PL,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
009112-000,8360,Active,,2 PARK LANE,10552,brass,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
009113-000,9320,Active,,4 PARK LANE,10552,brass,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
009114-000,9319,Active,,3 PARK LANE,10552,Cast Iron,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
009115-000,3667,Active,,1 PARK LANE,10552,brass,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
